order,Date,Time,Cumulative.hrs,Timepoint,Treatment,Treatment,Boat,Parentage,Well,Alive,Perc_surv,Mom,Dad,Cone,NumParents,Parents,Avg.temp,Max.temp,Variab.temp,symb,bleaching.thresHughes,heat.rateMiddlebrook,lifestage,n.risk,n.event,n.censor,estimate,std.error,conf.high,conf.low,Zoox,Tank,TotalMom,TotalDad
,,,,2,32,Hot,,CUxSB,,,85.71428571,Curd,Sand Bank 7,,,,,,,,,,juvenile,7,6,1,0.071428571,0.963624112,0.472182944,0.01080522,C1,4,2,5
,,,,2,32,Hot,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,10,10,0,0,Inf,NA,NA,C1,4,3,2
,,,,2,32,Hot,,DRxCU,,,50,Davies,Curd,,,,,,,,,,juvenile,4,2,2,0.25,0.612372436,0.830218432,0.075281393,C1,4,3,3
,,,,2,32,Hot,,DRxDR,,,61.53846154,Davies,Davies,,,,,,,,,,juvenile,13,8,5,0.192307692,0.401918476,0.422775959,0.087474814,C1,4,3,3
,,,,2,32,Hot,,DRxSB,,,80,Davies,Sand Bank 7,,,,,,,,,,juvenile,5,4,1,0.1,0.948683298,0.641978801,0.015576838,C1,4,3,3
,,,,2,32,Hot,,LSxBK,,,33.33333333,Long Sandy,Backnumbers,,,,,,,,,,juvenile,9,3,6,0.333333333,0.333333333,0.640637849,0.173438256,C1,4,4,2
,,,,2,32,Hot,,LSxCU,,,83.33333333,Long Sandy,Curd,,,,,,,,,,juvenile,12,10,2,0.083333333,0.6770032,0.314112286,0.022108159,C1,4,3,2
,,,,2,32,Hot,,LSxLS,,,83.33333333,Long Sandy,Long Sandy,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,C1,4,5,6
,,,,2,32,Hot,,LSxSB,,,93.10344828,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,29,27,2,0.034482759,0.694808334,0.134593451,0.008834461,C1,4,5,6
,,,,2,32,Hot,,SBxBK,,,100,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,C1,4,3,7
,,,,2,32,Hot,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,C1,4,3,3
,,,,2,32,Hot,,SBxLS,,,83.33333333,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,C1,4,3,4
,,,,2,32,Hot,,SBxSB,,,90.90909091,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,11,10,1,0.045454545,0.977008421,0.308466776,0.006698017,C1,4,5,6
,,,,2,32,Hot,,BKxBK,,,40,Backnumbers,Backnumbers,,,,,,,,,,juvenile,10,4,6,0.3,0.341565026,0.585951852,0.153596238,C1,5,2,2
,,,,2,32,Hot,,BKxCU,,,0,Backnumbers,Curd,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,C1,5,2,7
,,,,2,32,Hot,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,5,2,3
,,,,2,32,Hot,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,5,2,4
,,,,2,32,Hot,,BKxSB,,,75,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,C1,5,7,4
,,,,2,32,Hot,,CUxBK,,,30,Curd,Backnumbers,,,,,,,,,,juvenile,10,3,7,0.35,0.3047247,0.635989842,0.192613139,C1,5,7,2
,,,,2,32,Hot,,CUxCU,,,100,Curd,Curd,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,C1,5,6,5
,,,,2,32,Hot,,CUxDR,,,81.81818182,Curd,Davies,,,,,,,,,,juvenile,11,9,2,0.090909091,0.674199862,0.340790342,0.024250872,C1,5,2,3
,,,,2,32,Hot,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,7,7,0,0,Inf,NA,NA,C1,5,2,3
,,,,2,32,Hot,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,C1,5,2,5
,,,,2,32,Hot,,DRxBK,,,93.33333333,Davies,Backnumbers,,,,,,,,,,juvenile,15,14,1,0.033333333,0.98319208,0.228967246,0.004852708,C1,5,3,2
,,,,2,32,Hot,,DRxCU,,,75,Davies,Curd,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,C1,5,3,3
,,,,2,32,Hot,,DRxDR,,,50,Davies,Davies,,,,,,,,,,juvenile,12,6,6,0.25,0.353553391,0.499902375,0.125024411,C1,5,3,3
,,,,2,32,Hot,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,9,9,0,0,Inf,NA,NA,C1,5,3,3
,,,,2,32,Hot,,LSxBK,,,86.66666667,Long Sandy,Backnumbers,,,,,,,,,,juvenile,30,26,4,0.066666667,0.483045892,0.171821754,0.025866599,C1,5,4,2
,,,,2,32,Hot,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,C1,5,3,2
,,,,2,32,Hot,,LSxLS,,,100,Long Sandy,Long Sandy,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,C1,5,5,6
,,,,2,32,Hot,,LSxSB,,,88.23529412,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,17,15,2,0.058823529,0.685994341,0.225668281,0.015333159,C1,5,5,6
,,,,2,32,Hot,,SBxBK,,,72.72727273,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,11,8,3,0.136363636,0.53654337,0.390305902,0.047642224,C1,5,3,7
,,,,2,32,Hot,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,C1,5,3,3
,,,,2,32,Hot,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,C1,5,3,4
,,,,2,32,Hot,,SBxSB,,,81.25,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,16,13,3,0.09375,0.549621082,0.275302141,0.031925151,C1,5,5,6
,,,,2,32,Hot,,BKxBK,,,54.54545455,Backnumbers,Backnumbers,,,,,,,,,,juvenile,11,6,5,0.227272727,0.393122697,0.491104563,0.105176975,C1,6,2,2
,,,,2,32,Hot,,BKxDR,,,0,Backnumbers,Davies,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,C1,6,2,3
,,,,2,32,Hot,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,6,2,4
,,,,2,32,Hot,,BKxSB,,,0,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,2,0,2,0.5,0.5,1,0.187658929,C1,6,7,4
,,,,2,32,Hot,,CUxBK,,,0,Curd,Backnumbers,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,C1,6,7,2
,,,,2,32,Hot,,CUxCU,,,62.5,Curd,Curd,,,,,,,,,,juvenile,16,10,6,0.1875,0.367990036,0.385686963,0.09115229,C1,6,6,5
,,,,2,32,Hot,,CUxDR,,,84.61538462,Curd,Davies,,,,,,,,,,juvenile,13,11,2,0.076923077,0.67936622,0.2912958,0.020313234,C1,6,2,3
,,,,2,32,Hot,,CUxLS,,,84.61538462,Curd,Long Sandy,,,,,,,,,,juvenile,13,11,2,0.076923077,0.67936622,0.2912958,0.020313234,C1,6,2,3
,,,,2,32,Hot,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,C1,6,2,5
,,,,2,32,Hot,,DRxBK,,,28.57142857,Davies,Backnumbers,,,,,,,,,,juvenile,7,2,5,0.357142857,0.358568583,0.721200634,0.176859274,C1,6,3,2
,,,,2,32,Hot,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,C1,6,3,3
,,,,2,32,Hot,,DRxDR,,,75,Davies,Davies,,,,,,,,,,juvenile,12,9,3,0.125,0.540061725,0.360256136,0.043371919,C1,6,3,3
,,,,2,32,Hot,,DRxSB,,,25,Davies,Sand Bank 7,,,,,,,,,,juvenile,8,2,6,0.375,0.322748612,0.705919834,0.199208172,C1,6,3,3
,,,,2,32,Hot,,LSxBK,,,56,Long Sandy,Backnumbers,,,,,,,,,,juvenile,25,14,11,0.22,0.266287609,0.370755075,0.130544403,C1,6,4,2
,,,,2,32,Hot,,LSxCU,,,75,Long Sandy,Curd,,,,,,,,,,juvenile,12,9,3,0.125,0.540061725,0.360256136,0.043371919,C1,6,3,2
,,,,2,32,Hot,,LSxLS,,,40,Long Sandy,Long Sandy,,,,,,,,,,juvenile,5,2,3,0.25,0.5,0.666102065,0.093829464,C1,6,5,6
,,,,2,32,Hot,,LSxSB,,,50,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,12,6,6,0.25,0.353553391,0.499902375,0.125024411,C1,6,5,6
,,,,2,32,Hot,,SBxBK,,,50,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,6,3,3,0.25,0.5,0.666102065,0.093829464,C1,6,3,7
,,,,2,32,Hot,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,C1,6,3,3
,,,,2,32,Hot,,SBxLS,,,77.77777778,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,9,7,2,0.111111111,0.666666667,0.410416853,0.030080829,C1,6,3,4
,,,,2,32,Hot,,SBxSB,,,50,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,16,8,8,0.25,0.306186218,0.455581615,0.137187274,C1,6,5,6
,,,,2,26,Ambient,,BKxBK,,,61.53846154,Backnumbers,Backnumbers,,,,,,,,,,juvenile,13,8,5,0.192307692,0.401918476,0.422775959,0.087474814,D1,19,2,2
,,,,2,26,Ambient,,BKxDR,,,50,Backnumbers,Davies,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,D1,19,2,3
,,,,2,26,Ambient,,BKxLS,,,66.66666667,Backnumbers,Long Sandy,,,,,,,,,,juvenile,3,2,1,0.166666667,0.912870929,0.997437962,0.027849128,D1,19,2,4
,,,,2,26,Ambient,,BKxSB,,,100,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,19,7,4
,,,,2,26,Ambient,,CUxBK,,,72.22222222,Curd,Backnumbers,,,,,,,,,,juvenile,18,13,5,0.138888889,0.414996653,0.313266024,0.061577452,D1,19,7,2
,,,,2,26,Ambient,,CUxCU,,,88.88888889,Curd,Curd,,,,,,,,,,juvenile,9,8,1,0.055555556,0.971825316,0.373204355,0.008270053,D1,19,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,7,7,0,0,Inf,NA,NA,D1,19,2,3
,,,,2,26,Ambient,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,D1,19,2,3
,,,,2,26,Ambient,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,D1,19,2,5
,,,,2,26,Ambient,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,D1,19,3,2
,,,,2,26,Ambient,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,D1,19,3,3
,,,,2,26,Ambient,,DRxDR,,,100,Davies,Davies,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,D1,19,3,3
,,,,2,26,Ambient,,LSxBK,,,54.16666667,Long Sandy,Backnumbers,,,,,,,,,,juvenile,24,13,11,0.229166667,0.264718261,0.385017119,0.136402665,D1,19,4,2
,,,,2,26,Ambient,,LSxCU,,,66.66666667,Long Sandy,Curd,,,,,,,,,,juvenile,6,4,2,0.166666667,0.645497224,0.590604815,0.047032766,D1,19,3,2
,,,,2,26,Ambient,,LSxLS,,,100,Long Sandy,Long Sandy,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,D1,19,5,6
,,,,2,26,Ambient,,LSxSB,,,77.77777778,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,9,7,2,0.111111111,0.666666667,0.410416853,0.030080829,D1,19,5,6
,,,,2,26,Ambient,,SBxBK,,,94.11764706,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,17,16,1,0.029411765,0.985184366,0.202820354,0.004265114,D1,19,3,7
,,,,2,26,Ambient,,SBxDR,,,66.66666667,Sand Bank 7,Davies,,,,,,,,,,juvenile,3,2,1,0.166666667,0.912870929,0.997437962,0.027849128,D1,19,3,3
,,,,2,26,Ambient,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,D1,19,3,4
,,,,2,26,Ambient,,SBxSB,,,92.85714286,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,14,13,1,0.035714286,0.981980506,0.244740189,0.005211691,D1,19,5,6
,,,,2,26,Ambient,,BKxBK,,,100,Backnumbers,Backnumbers,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,20,2,2
,,,,2,26,Ambient,,BKxCU,,,100,Backnumbers,Curd,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,D1,20,2,7
,,,,2,26,Ambient,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,20,2,3
,,,,2,26,Ambient,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,D1,20,2,4
,,,,2,26,Ambient,,BKxSB,,,0,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,D1,20,7,4
,,,,2,26,Ambient,,CUxBK,,,75,Curd,Backnumbers,,,,,,,,,,juvenile,40,30,10,0.125,0.295803989,0.223202382,0.070003733,D1,20,7,2
,,,,2,26,Ambient,,CUxCU,,,85.71428571,Curd,Curd,,,,,,,,,,juvenile,14,12,2,0.071428571,0.681385144,0.271561407,0.018787798,D1,20,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,D1,20,2,3
,,,,2,26,Ambient,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,13,13,0,0,Inf,NA,NA,D1,20,2,3
,,,,2,26,Ambient,,CUxSB,,,87.5,Curd,Sand Bank 7,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,D1,20,2,5
,,,,2,26,Ambient,,DRxBK,,,88.88888889,Davies,Backnumbers,,,,,,,,,,juvenile,9,8,1,0.055555556,0.971825316,0.373204355,0.008270053,D1,20,3,2
,,,,2,26,Ambient,,DRxCU,,,50,Davies,Curd,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,D1,20,3,3
,,,,2,26,Ambient,,DRxDR,,,70.96774194,Davies,Davies,,,,,,,,,,juvenile,31,22,9,0.14516129,0.308191627,0.265573054,0.079344647,D1,20,3,3
,,,,2,26,Ambient,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,9,9,0,0,Inf,NA,NA,D1,20,3,3
,,,,2,26,Ambient,,LSxBK,,,75,Long Sandy,Backnumbers,,,,,,,,,,juvenile,20,15,5,0.125,0.418330013,0.283787437,0.055058815,D1,20,4,2
,,,,2,26,Ambient,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,D1,20,3,2
,,,,2,26,Ambient,,LSxLS,,,100,Long Sandy,Long Sandy,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,D1,20,5,6
,,,,2,26,Ambient,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,D1,20,5,6
,,,,2,26,Ambient,,SBxBK,,,0,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,D1,20,3,7
,,,,2,26,Ambient,,SBxLS,,,80,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,5,4,1,0.1,0.948683298,0.641978801,0.015576838,D1,20,3,4
,,,,2,26,Ambient,,SBxSB,,,87.5,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,D1,20,5,6
,,,,2,26,Ambient,,BKxBK,,,29.16666667,Backnumbers,Backnumbers,,,,,,,,,,juvenile,24,7,17,0.354166667,0.194910739,0.518938636,0.24171264,D1,21,2,2
,,,,2,26,Ambient,,BKxCU,,,0,Backnumbers,Curd,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,D1,21,2,7
,,,,2,26,Ambient,,BKxDR,,,66.66666667,Backnumbers,Davies,,,,,,,,,,juvenile,6,4,2,0.166666667,0.645497224,0.590604815,0.047032766,D1,21,2,3
,,,,2,26,Ambient,,BKxSB,,,62.5,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,8,5,3,0.1875,0.5204165,0.519972769,0.067611714,D1,21,7,4
,,,,2,26,Ambient,,CUxBK,,,100,Curd,Backnumbers,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,D1,21,7,2
,,,,2,26,Ambient,,CUxCU,,,100,Curd,Curd,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,D1,21,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,9,9,0,0,Inf,NA,NA,D1,21,2,3
,,,,2,26,Ambient,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,D1,21,2,3
,,,,2,26,Ambient,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,D1,21,2,5
,,,,2,26,Ambient,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,D1,21,3,2
,,,,2,26,Ambient,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,D1,21,3,3
,,,,2,26,Ambient,,DRxDR,,,100,Davies,Davies,,,,,,,,,,juvenile,14,14,0,0,Inf,NA,NA,D1,21,3,3
,,,,2,26,Ambient,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,21,3,3
,,,,2,26,Ambient,,LSxBK,,,89.79591837,Long Sandy,Backnumbers,,,,,,,,,,juvenile,49,44,5,0.051020408,0.435655734,0.119832539,0.021722665,D1,21,4,2
,,,,2,26,Ambient,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,D1,21,3,2
,,,,2,26,Ambient,,LSxLS,,,33.33333333,Long Sandy,Long Sandy,,,,,,,,,,juvenile,3,1,2,0.333333333,0.577350269,1,0.107507139,D1,21,5,6
,,,,2,26,Ambient,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,D1,21,5,6
,,,,2,26,Ambient,,SBxBK,,,83.33333333,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,D1,21,3,7
,,,,2,26,Ambient,,SBxLS,,,75,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,D1,21,3,4
,,,,2,26,Ambient,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,17,17,0,0,Inf,NA,NA,D1,21,5,6
,,,,2,32,Hot,,BKxBK,,,90,Backnumbers,Backnumbers,,,,,,,,,,juvenile,10,9,1,0.05,0.974679434,0.33776811,0.007401528,D1,22,2,2
,,,,2,32,Hot,,BKxCU,,,50,Backnumbers,Curd,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,D1,22,2,7
,,,,2,32,Hot,,BKxDR,,,50,Backnumbers,Davies,,,,,,,,,,juvenile,4,2,2,0.25,0.612372436,0.830218432,0.075281393,D1,22,2,3
,,,,2,32,Hot,,BKxLS,,,33.33333333,Backnumbers,Long Sandy,,,,,,,,,,juvenile,3,1,2,0.333333333,0.577350269,1,0.107507139,D1,22,2,4
,,,,2,32,Hot,,BKxSB,,,33.33333333,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,9,3,6,0.333333333,0.333333333,0.640637849,0.173438256,D1,22,7,4
,,,,2,32,Hot,,CUxBK,,,50,Curd,Backnumbers,,,,,,,,,,juvenile,24,12,12,0.25,0.25,0.408075381,0.153157978,D1,22,7,2
,,,,2,32,Hot,,CUxCU,,,50,Curd,Curd,,,,,,,,,,juvenile,8,4,4,0.25,0.433012702,0.584145572,0.106993878,D1,22,6,5
,,,,2,32,Hot,,CUxDR,,,85.71428571,Curd,Davies,,,,,,,,,,juvenile,7,6,1,0.071428571,0.963624112,0.472182944,0.01080522,D1,22,2,3
,,,,2,32,Hot,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,22,2,3
,,,,2,32,Hot,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,D1,22,2,5
,,,,2,32,Hot,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,22,3,2
,,,,2,32,Hot,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,22,3,3
,,,,2,32,Hot,,DRxDR,,,100,Davies,Davies,,,,,,,,,,juvenile,9,9,0,0,Inf,NA,NA,D1,22,3,3
,,,,2,32,Hot,,DRxSB,,,88.88888889,Davies,Sand Bank 7,,,,,,,,,,juvenile,9,8,1,0.055555556,0.971825316,0.373204355,0.008270053,D1,22,3,3
,,,,2,32,Hot,,LSxBK,,,90.90909091,Long Sandy,Backnumbers,,,,,,,,,,juvenile,11,10,1,0.045454545,0.977008421,0.308466776,0.006698017,D1,22,4,2
,,,,2,32,Hot,,LSxCU,,,50,Long Sandy,Curd,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,D1,22,3,2
,,,,2,32,Hot,,LSxLS,,,75,Long Sandy,Long Sandy,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,D1,22,5,6
,,,,2,32,Hot,,LSxSB,,,77.77777778,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,9,7,2,0.111111111,0.666666667,0.410416853,0.030080829,D1,22,5,6
,,,,2,32,Hot,,SBxBK,,,84.61538462,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,13,11,2,0.076923077,0.67936622,0.2912958,0.020313234,D1,22,3,7
,,,,2,32,Hot,,SBxDR,,,0,Sand Bank 7,Davies,,,,,,,,,,juvenile,1,0,1,0.5,0.707106781,1,0.125048827,D1,22,3,3
,,,,2,32,Hot,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,D1,22,3,4
,,,,2,32,Hot,,SBxSB,,,60,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,15,9,6,0.2,0.365148372,0.409114482,0.097772144,D1,22,5,6
,,,,2,32,Hot,,BKxBK,,,63.63636364,Backnumbers,Backnumbers,,,,,,,,,,juvenile,11,7,4,0.181818182,0.452267017,0.441171748,0.074931932,D1,23,2,2
,,,,2,32,Hot,,BKxCU,,,50,Backnumbers,Curd,,,,,,,,,,juvenile,4,2,2,0.25,0.612372436,0.830218432,0.075281393,D1,23,2,7
,,,,2,32,Hot,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,D1,23,2,3
,,,,2,32,Hot,,BKxSB,,,25,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,4,1,3,0.375,0.456435465,0.917381208,0.153289602,D1,23,7,4
,,,,2,32,Hot,,CUxBK,,,100,Curd,Backnumbers,,,,,,,,,,juvenile,22,22,0,0,Inf,NA,NA,D1,23,7,2
,,,,2,32,Hot,,CUxCU,,,40,Curd,Curd,,,,,,,,,,juvenile,5,2,3,0.3,0.483045892,0.773197895,0.116399696,D1,23,6,5
,,,,2,32,Hot,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,23,2,3
,,,,2,32,Hot,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,23,23,0,0,Inf,NA,NA,D1,23,2,3
,,,,2,32,Hot,,CUxSB,,,83.33333333,Curd,Sand Bank 7,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,D1,23,2,5
,,,,2,32,Hot,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,D1,23,3,2
,,,,2,32,Hot,,DRxCU,,,50,Davies,Curd,,,,,,,,,,juvenile,4,2,2,0.25,0.612372436,0.830218432,0.075281393,D1,23,3,3
,,,,2,32,Hot,,DRxDR,,,75,Davies,Davies,,,,,,,,,,juvenile,12,9,3,0.125,0.540061725,0.360256136,0.043371919,D1,23,3,3
,,,,2,32,Hot,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,23,3,3
,,,,2,32,Hot,,LSxBK,,,60,Long Sandy,Backnumbers,,,,,,,,,,juvenile,20,12,8,0.2,0.316227766,0.371709412,0.107610942,D1,23,4,2
,,,,2,32,Hot,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,D1,23,3,2
,,,,2,32,Hot,,LSxLS,,,100,Long Sandy,Long Sandy,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,D1,23,5,6
,,,,2,32,Hot,,LSxSB,,,100,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,D1,23,5,6
,,,,2,32,Hot,,SBxBK,,,91.66666667,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,12,11,1,0.041666667,0.97894501,0.283836512,0.006116588,D1,23,3,7
,,,,2,32,Hot,,SBxDR,,,83.33333333,Sand Bank 7,Davies,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,D1,23,3,3
,,,,2,32,Hot,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,D1,23,3,4
,,,,2,32,Hot,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,7,7,0,0,Inf,NA,NA,D1,23,5,6
,,,,2,32,Hot,,BKxBK,,,94.44444444,Backnumbers,Backnumbers,,,,,,,,,,juvenile,18,17,1,0.027777778,0.986013297,0.19186402,0.004021624,D1,24,2,2
,,,,2,32,Hot,,BKxCU,,,50,Backnumbers,Curd,,,,,,,,,,juvenile,4,2,2,0.25,0.612372436,0.830218432,0.075281393,D1,24,2,7
,,,,2,32,Hot,,BKxDR,,,80,Backnumbers,Davies,,,,,,,,,,juvenile,5,4,1,0.1,0.948683298,0.641978801,0.015576838,D1,24,2,3
